,latBin,lonBin,updated_type,updated_subtype,counts
9433,41.96,-87.69,Road_closed,Event,1
3920,41.800000000000004,-87.62,Hazard,On road emergency vehicle,1
3915,41.800000000000004,-87.62,Accident,Major,1
3914,41.800000000000004,-87.63,Road_closed,Unclassified,1
3911,41.800000000000004,-87.63,Jam,Moderate traffic,1
3909,41.800000000000004,-87.63,Hazard,Weather,1
6242,41.88,-87.74,Hazard,Weather,1
6237,41.88,-87.74,Hazard,On road ice,1
6232,41.88,-87.74,Accident,Minor,1
6843,41.9,-87.79,Accident,Minor,1
6842,41.9,-87.8,Road_closed,Unclassified,1
1251,41.72,-87.65,Accident,Major,1
6203,41.88,-87.76,Hazard,On road road kill,1
6197,41.88,-87.76,Hazard,On road car stopped,1
6193,41.88,-87.76,Accident,Major,1
4556,41.82,-87.62,Hazard,On road emergency vehicle,1
4551,41.82,-87.62,Accident,Minor,1
1617,41.730000000000004,-87.59,Jam,Moderate traffic,1
1615,41.730000000000004,-87.59,Hazard,Weather flood,1
1605,41.730000000000004,-87.59,Accident,Minor,1
1604,41.730000000000004,-87.59,Accident,Major,1
8924,41.95,-87.74,Hazard,On road ice,1
9449,41.96,-87.68,Hazard,Weather heavy snow,1
9448,41.96,-87.68,Hazard,Weather flood,1
9445,41.96,-87.68,Hazard,On road road kill,1
1235,41.72,-87.67,Jam,Moderate traffic,1
1233,41.72,-87.67,Hazard,Weather fog,1
1225,41.72,-87.67,Hazard,On road car stopped,1
1222,41.72,-87.67,Accident,Major,1
1221,41.72,-87.68,Road_closed,Unclassified,1
9441,41.96,-87.68,Hazard,On road emergency vehicle,1
1631,41.730000000000004,-87.58,Hazard,Weather flood,1
1630,41.730000000000004,-87.58,Hazard,Weather,1
1623,41.730000000000004,-87.58,Hazard,On road car stopped,1
8910,41.95,-87.75,Hazard,Weather heavy snow,1
1648,41.730000000000004,-87.57000000000001,Hazard,On shoulder missing sign,1
1637,41.730000000000004,-87.57000000000001,Accident,Minor,1
9488,41.96,-87.66,Hazard,Unclassified,1
1218,41.72,-87.68,Jam,Moderate traffic,1
1216,41.72,-87.68,Hazard,Weather flood,1
1206,41.72,-87.69,Jam,Stand still traffic,1
1204,41.72,-87.69,Hazard,Weather,1
9470,41.96,-87.67,Hazard,Weather heavy snow,1
9469,41.96,-87.67,Hazard,Weather fog,1
9466,41.96,-87.67,Hazard,Unclassified,1
4538,41.82,-87.63,Hazard,On road ice,1
4558,41.82,-87.62,Hazard,On road pot hole,1
8880,41.95,-87.76,Accident,Minor,1
4681,41.83,-87.7,Hazard,On shoulder missing sign,1
4676,41.83,-87.7,Hazard,On road lane closed,1
5578,41.86,-87.69,Accident,Major,1
4699,41.83,-87.69,Hazard,On road ice,1
1190,41.71,-87.57000000000001,Jam,Stand still traffic,1
1189,41.71,-87.57000000000001,Jam,Heavy traffic,1
1188,41.71,-87.57000000000001,Hazard,Weather,1
9491,41.96,-87.66,Hazard,Weather fog,1
5726,41.86,-87.62,Hazard,On road emergency vehicle,1
4524,41.82,-87.64,Hazard,Weather heavy snow,1
4546,41.82,-87.63,Hazard,Weather fog,1
1667,41.74,-87.75,Accident,Minor,1
6989,41.9,-87.71000000000001,Hazard,Weather fog,1
1635,41.730000000000004,-87.58,Road_closed,Event,1
1633,41.730000000000004,-87.58,Jam,Stand still traffic,1
1677,41.74,-87.75,Hazard,Weather,1
8849,41.95,-87.78,Accident,Minor,1
8848,41.95,-87.79,Road_closed,Unclassified,1
6835,41.9,-87.8,Hazard,On road construction,1
6834,41.9,-87.8,Hazard,On road car stopped,1
6825,41.89,-87.61,Hazard,On road object,1
6823,41.89,-87.61,Hazard,On road construction,1
6822,41.89,-87.61,Hazard,On road car stopped,1
1196,41.71,-87.56,Jam,Heavy traffic,1
1195,41.71,-87.56,Hazard,On shoulder car stopped,1
6985,41.9,-87.71000000000001,Hazard,On road traffic light fault,1
6980,41.9,-87.71000000000001,Hazard,On road car stopped,1
3175,41.78,-87.63,Hazard,Weather heavy snow,1
1663,41.730000000000004,-87.56,Hazard,Weather fog,1
1662,41.730000000000004,-87.56,Hazard,Weather flood,1
1653,41.730000000000004,-87.57000000000001,Jam,Moderate traffic,1
5744,41.86,-87.61,Hazard,On shoulder car stopped,1
5743,41.86,-87.61,Hazard,On road construction,1
1179,41.71,-87.58,Hazard,On road,1
1172,41.71,-87.59,Hazard,Weather flood,1
9523,41.96,-87.64,Hazard,On shoulder car stopped,1
9522,41.96,-87.64,Hazard,On road ice,1
1201,41.72,-87.69,Hazard,On road emergency vehicle,1
1200,41.72,-87.69,Hazard,On road,1
1199,41.72,-87.69,Accident,Major,1
6837,41.9,-87.8,Hazard,On road pot hole,1
8879,41.95,-87.76,Accident,Major,1
8873,41.95,-87.77,Hazard,Unclassified,1
8866,41.95,-87.77,Hazard,On road car stopped,1
1683,41.74,-87.74,Accident,Minor,1
1680,41.74,-87.75,Jam,Moderate traffic,1
1678,41.74,-87.75,Hazard,Weather flood,1
8820,41.95,-87.8,Hazard,On road ice,1
3151,41.78,-87.64,Hazard,On shoulder animals,1
3147,41.78,-87.64,Hazard,On road lane closed,1
3146,41.78,-87.64,Hazard,On road ice,1
1170,41.71,-87.59,Hazard,Unclassified,1
9535,41.97,-87.91,Hazard,On road pot hole,1
9533,41.97,-87.91,Hazard,On road ice,1
9524,41.96,-87.64,Hazard,Weather,1
1187,41.71,-87.57000000000001,Hazard,On road object,1
8843,41.95,-87.79,Hazard,Weather flood,1
8837,41.95,-87.79,Hazard,On road ice,1
1698,41.74,-87.73,Accident,Minor,1
5748,41.87,-87.79,Accident,Unclassified,1
4503,41.82,-87.65,Jam,Moderate traffic,1
4501,41.82,-87.65,Hazard,Weather,1
4500,41.82,-87.65,Hazard,Unclassified,1
8810,41.95,-87.81,Jam,Moderate traffic,1
8808,41.95,-87.81,Hazard,Weather flood,1
1715,41.74,-87.72,Accident,Minor,1
1714,41.74,-87.72,Accident,Major,1
1710,41.74,-87.73,Hazard,Weather heavy snow,1
3296,41.79,-87.8,Hazard,On road traffic light fault,1
3287,41.79,-87.8,Accident,Major,1
3306,41.79,-87.79,Accident,Major,1
9551,41.97,-87.9,Hazard,Weather,1
9548,41.97,-87.9,Hazard,On road traffic light fault,1
9545,41.97,-87.9,Hazard,On road car stopped,1
1695,41.74,-87.74,Jam,Stand still traffic,1
1694,41.74,-87.74,Jam,Moderate traffic,1
1693,41.74,-87.74,Jam,Heavy traffic,1
8831,41.95,-87.79,Accident,Minor,1
8826,41.95,-87.8,Hazard,Weather flood,1
4488,41.82,-87.66,Road_closed,Event,1
4484,41.82,-87.66,Hazard,Weather fog,1
5752,41.87,-87.79,Hazard,On road object,1
8792,41.95,-87.82000000000001,Hazard,Weather fog,1
8791,41.95,-87.82000000000001,Hazard,Weather,1
9564,41.97,-87.89,Hazard,On road traffic light fault,1
4722,41.83,-87.68,Hazard,On road lane closed,1
4738,41.83,-87.68,Road_closed,Hazard,1
4737,41.83,-87.68,Road_closed,Event,1
4732,41.83,-87.68,Hazard,Weather heavy snow,1
5562,41.86,-87.7,Hazard,On road car stopped,1
9556,41.97,-87.89,Accident,Minor,1
1131,41.71,-87.61,Hazard,On shoulder animals,1
6813,41.89,-87.62,Hazard,Weather heavy snow,1
6996,41.9,-87.7,Accident,Minor,1
8817,41.95,-87.8,Hazard,On road car stopped,1
9592,41.97,-87.88,Road_closed,Event,1
9589,41.97,-87.88,Jam,Moderate traffic,1
1093,41.71,-87.63,Hazard,Weather,1
9587,41.97,-87.88,Hazard,Weather hail,1
9584,41.97,-87.88,Hazard,On shoulder animals,1
9580,41.97,-87.88,Hazard,On road construction,1
9574,41.97,-87.89,Road_closed,Unclassified,1
1116,41.71,-87.62,Hazard,Weather flood,1
1113,41.71,-87.62,Hazard,On shoulder missing sign,1
1111,41.71,-87.62,Hazard,On shoulder,1
1109,41.71,-87.62,Hazard,On road road kill,1
9569,41.97,-87.89,Hazard,Weather fog,1
8799,41.95,-87.81,Hazard,On road car stopped,1
4496,41.82,-87.65,Hazard,On road lane closed,1
4495,41.82,-87.65,Hazard,On road emergency vehicle,1
4493,41.82,-87.65,Hazard,On road car stopped,1
8785,41.95,-87.82000000000001,Hazard,On road,1
8784,41.95,-87.82000000000001,Accident,Unclassified,1
8783,41.95,-87.83,Jam,Unclassified,1
8776,41.95,-87.84,Hazard,Weather fog,1
8775,41.95,-87.84,Hazard,Weather,1
8772,41.95,-87.84,Hazard,On shoulder animals,1
5552,41.86,-87.71000000000001,Hazard,Weather,1
5544,41.86,-87.71000000000001,Hazard,On road car stopped,1
1090,41.71,-87.63,Hazard,On shoulder animals,1
1086,41.71,-87.63,Hazard,On road lane closed,1
9601,41.97,-87.85000000000001,Accident,Minor,1
9600,41.97,-87.85000000000001,Accident,Major,1
9599,41.97,-87.86,Hazard,Unclassified,1
9598,41.97,-87.87,Jam,Unclassified,1
9597,41.97,-87.87,Jam,Stand still traffic,1
9593,41.97,-87.87,Accident,Unclassified,1
4470,41.82,-87.67,Jam,Moderate traffic,1
5774,41.87,-87.78,Hazard,Weather heavy snow,1
3901,41.800000000000004,-87.63,Hazard,On road car stopped,1
3898,41.800000000000004,-87.63,Accident,Major,1
3893,41.800000000000004,-87.64,Hazard,Weather heavy snow,1
6256,41.88,-87.73,Hazard,On road road kill,1
6253,41.88,-87.73,Hazard,On road ice,1
6247,41.88,-87.73,Accident,Minor,1
9612,41.97,-87.85000000000001,Hazard,Weather flood,1
4751,41.83,-87.67,Hazard,On shoulder animals,1
3135,41.78,-87.65,Hazard,Weather flood,1
3124,41.78,-87.66,Hazard,Weather,1
1724,41.74,-87.72,Hazard,Unclassified,1
8771,41.95,-87.84,Hazard,On road traffic light fault,1
8759,41.95,-87.85000000000001,Jam,Moderate traffic,1
8788,41.95,-87.82000000000001,Hazard,On road object,1
1048,41.71,-87.65,Hazard,On road ice,1
9634,41.97,-87.83,Hazard,On road construction,1
9621,41.97,-87.84,Hazard,On road car stopped,1
1070,41.71,-87.64,Hazard,Weather,1
1062,41.71,-87.64,Accident,Minor,1
9618,41.97,-87.84,Accident,Minor,1
9617,41.97,-87.85000000000001,Road_closed,Unclassified,1
9613,41.97,-87.85000000000001,Hazard,Weather fog,1
3330,41.79,-87.78,Hazard,On road traffic light fault,1
3903,41.800000000000004,-87.63,Hazard,On road emergency vehicle,1
8756,41.95,-87.85000000000001,Hazard,Weather flood,1
1743,41.74,-87.71000000000001,Hazard,On shoulder missing sign,1
1740,41.74,-87.71000000000001,Hazard,On road road kill,1
1735,41.74,-87.71000000000001,Hazard,On road car stopped,1
1732,41.74,-87.71000000000001,Accident,Minor,1
8753,41.95,-87.85000000000001,Hazard,On road road kill,1
8728,41.95,-87.89,Accident,Minor,1
8727,41.95,-87.89,Accident,Major,1
8726,41.95,-87.9,Road_closed,Unclassified,1
7039,41.9,-87.68,Hazard,On shoulder animals,1
3316,41.79,-87.79,Hazard,Weather flood,1
3338,41.79,-87.77,Accident,Major,1
3334,41.79,-87.78,Jam,Moderate traffic,1
3332,41.79,-87.78,Hazard,Weather fog,1
3351,41.79,-87.77,Hazard,Weather flood,1
1031,41.71,-87.66,Hazard,Unclassified,1
9651,41.97,-87.82000000000001,Hazard,Weather,1
9649,41.97,-87.82000000000001,Hazard,On road traffic light fault,1
9647,41.97,-87.82000000000001,Hazard,On road object,1
9643,41.97,-87.82000000000001,Accident,Minor,1
9639,41.97,-87.83,Hazard,Weather,1
9636,41.97,-87.83,Hazard,On road object,1
6177,41.88,-87.78,Road_closed,Unclassified,1
6173,41.88,-87.78,Hazard,Weather flood,1
6171,41.88,-87.78,Hazard,On road traffic light fault,1
1757,41.74,-87.7,Hazard,Weather flood,1
9673,41.97,-87.8,Accident,Minor,1
9672,41.97,-87.8,Accident,Major,1
9671,41.97,-87.81,Road_closed,Unclassified,1
9658,41.97,-87.81,Hazard,On road car stopped,1
1037,41.71,-87.66,Jam,Moderate traffic,1
1035,41.71,-87.66,Hazard,Weather heavy snow,1
1034,41.71,-87.66,Hazard,Weather fog,1
3323,41.79,-87.78,Accident,Minor,1
3322,41.79,-87.78,Accident,Major,1
5767,41.87,-87.78,Hazard,On shoulder,1
8745,41.95,-87.87,Jam,Unclassified,1
8734,41.95,-87.89,Hazard,On road ice,1
8713,41.95,-87.9,Hazard,On road car stopped,1
8710,41.95,-87.91,Hazard,On road construction,1
8709,41.95,-87.91,Hazard,On road,1
8708,41.95,-87.92,Hazard,Weather,1
1017,41.71,-87.67,Hazard,Weather fog,1
1016,41.71,-87.67,Hazard,Weather flood,1
1014,41.71,-87.67,Hazard,On shoulder missing sign,1
1013,41.71,-87.67,Hazard,On shoulder car stopped,1
9683,41.97,-87.8,Hazard,Weather fog,1
9681,41.97,-87.8,Hazard,On shoulder car stopped,1
9680,41.97,-87.8,Hazard,On road traffic light fault,1
7030,41.9,-87.68,Accident,Major,1
3962,41.800000000000004,-87.60000000000001,Jam,Moderate traffic,1
3960,41.800000000000004,-87.60000000000001,Hazard,Weather heavy snow,1
3959,41.800000000000004,-87.60000000000001,Hazard,Weather fog,1
6178,41.88,-87.77,Accident,Major,1
8700,41.95,-87.94,Hazard,On road object,1
1778,41.74,-87.68,Hazard,Weather flood,1
1777,41.74,-87.68,Hazard,Weather,1
1776,41.74,-87.68,Hazard,Unclassified,1
1775,41.74,-87.68,Hazard,On shoulder car stopped,1
1770,41.74,-87.69,Road_closed,Unclassified,1
1768,41.74,-87.69,Jam,Stand still traffic,1
1766,41.74,-87.69,Hazard,On shoulder car stopped,1
3369,41.79,-87.76,Hazard,Weather fog,1
3390,41.79,-87.75,Hazard,Weather fog,1
3381,41.79,-87.75,Hazard,On road ice,1
6746,41.89,-87.65,Hazard,Weather fog,1
1754,41.74,-87.7,Hazard,On road object,1
1749,41.74,-87.71000000000001,Road_closed,Unclassified,1
8723,41.95,-87.9,Jam,Moderate traffic,1
8720,41.95,-87.9,Hazard,Weather,1
4455,41.82,-87.68,Jam,Moderate traffic,1
4453,41.82,-87.68,Hazard,Weather flood,1
4452,41.82,-87.68,Hazard,Weather,1
5791,41.87,-87.77,Hazard,On road road kill,1
986,41.71,-87.7,Hazard,Weather,1
985,41.71,-87.73,Hazard,On road,1
981,41.7,-87.56,Hazard,Weather,1
9701,41.97,-87.79,Hazard,Weather fog,1
9700,41.97,-87.79,Hazard,Weather flood,1
1008,41.71,-87.67,Hazard,On road car stopped,1
4766,41.83,-87.66,Hazard,On road car stopped,1
4757,41.83,-87.67,Hazard,Weather heavy snow,1
5535,41.86,-87.72,Hazard,Weather flood,1
6768,41.89,-87.64,Hazard,Weather fog,1
8703,41.95,-87.93,Hazard,On road car stopped,1
8702,41.95,-87.93,Hazard,On road,1
977,41.7,-87.56,Hazard,On road construction,1
9746,41.97,-87.77,Hazard,Weather heavy snow,1
9745,41.97,-87.77,Hazard,Weather fog,1
9741,41.97,-87.77,Hazard,On shoulder missing sign,1
9724,41.97,-87.78,Hazard,Weather heavy snow,1
9723,41.97,-87.78,Hazard,Weather fog,1
9718,41.97,-87.78,Hazard,On shoulder animals,1
9716,41.97,-87.78,Hazard,On road road kill,1
993,41.71,-87.69,Hazard,Weather flood,1
992,41.71,-87.69,Hazard,Weather,1
991,41.71,-87.69,Hazard,On shoulder car stopped,1
990,41.71,-87.69,Hazard,On road emergency vehicle,1
1765,41.74,-87.69,Hazard,On road traffic light fault,1
8689,41.94,-87.64,Hazard,On road traffic light fault,1
8677,41.94,-87.65,Road_closed,Construction,1
4458,41.82,-87.67,Accident,Major,1
4480,41.82,-87.66,Hazard,On road traffic light fault,1
1791,41.74,-87.67,Jam,Moderate traffic,1
1786,41.74,-87.67,Hazard,On road emergency vehicle,1
1784,41.74,-87.67,Hazard,On road car stopped,1
8649,41.94,-87.66,Hazard,Weather heavy snow,1
8648,41.94,-87.66,Hazard,Weather fog,1
8647,41.94,-87.66,Hazard,Weather flood,1
6284,41.88,-87.71000000000001,Accident,Minor,1
6283,41.88,-87.71000000000001,Accident,Major,1
6281,41.88,-87.72,Road_closed,Event,1
6278,41.88,-87.72,Jam,Moderate traffic,1
6266,41.88,-87.72,Accident,Minor,1
3883,41.800000000000004,-87.64,Hazard,On road ice,1
3904,41.800000000000004,-87.63,Hazard,On road lane closed,1
3405,41.79,-87.74,Hazard,Weather,1
979,41.7,-87.56,Hazard,On road pot hole,1
1803,41.74,-87.66,Jam,Stand still traffic,1
1799,41.74,-87.66,Hazard,On road traffic light fault,1
8643,41.94,-87.66,Hazard,On road road kill,1
7046,41.9,-87.68,Hazard,Weather heavy snow,1
3120,41.78,-87.66,Hazard,On road object,1
3118,41.78,-87.66,Hazard,On road car stopped,1
5523,41.86,-87.72,Accident,Minor,1
961,41.7,-87.58,Jam,Stand still traffic,1
959,41.7,-87.58,Hazard,Unclassified,1
949,41.7,-87.58,Accident,Minor,1
948,41.7,-87.58,Accident,Major,1
9763,41.97,-87.76,Hazard,On road road kill,1
9760,41.97,-87.76,Hazard,On road lane closed,1
3406,41.79,-87.74,Hazard,Weather flood,1
5788,41.87,-87.77,Hazard,On road lane closed,1
4482,41.82,-87.66,Hazard,Weather,1
7041,41.9,-87.68,Hazard,On shoulder missing sign,1
8633,41.94,-87.67,Road_closed,Event,1
1827,41.74,-87.64,Hazard,On road traffic light fault,1
1822,41.74,-87.64,Hazard,On road car stopped,1
1818,41.74,-87.65,Jam,Stand still traffic,1
1816,41.74,-87.65,Hazard,Weather flood,1
918,41.7,-87.60000000000001,Hazard,On shoulder animals,1
917,41.7,-87.60000000000001,Hazard,On shoulder,1
943,41.7,-87.59,Hazard,Weather fog,1
941,41.7,-87.59,Hazard,Weather,1
9769,41.97,-87.76,Hazard,Weather hail,1
962,41.7,-87.58,Jam,Unclassified,1
4784,41.83,-87.65,Hazard,On road emergency vehicle,1
4782,41.83,-87.65,Hazard,On road car stopped,1
4775,41.83,-87.66,Hazard,Weather fog,1
1806,41.74,-87.65,Accident,Minor,1
900,41.7,-87.61,Hazard,Weather fog,1
3401,41.79,-87.74,Hazard,On road emergency vehicle,1
3397,41.79,-87.74,Accident,Major,1
6737,41.89,-87.65,Hazard,On road ice,1
6727,41.89,-87.66,Road_closed,Construction,1
3425,41.79,-87.73,Hazard,Weather flood,1
3423,41.79,-87.73,Hazard,Unclassified,1
3416,41.79,-87.73,Hazard,On road car stopped,1
3440,41.79,-87.72,Hazard,Weather,1
3439,41.79,-87.72,Hazard,Unclassified,1
9783,41.97,-87.75,Hazard,On road lane closed,1
9782,41.97,-87.75,Hazard,On road ice,1
3113,41.78,-87.67,Jam,Moderate traffic,1
3111,41.78,-87.67,Hazard,Weather,1
3110,41.78,-87.67,Hazard,On shoulder car stopped,1
7042,41.9,-87.68,Hazard,Unclassified,1
8615,41.94,-87.67,Accident,Minor,1
8613,41.94,-87.68,Road_closed,Event,1
8612,41.94,-87.68,Road_closed,Construction,1
8607,41.94,-87.68,Hazard,Weather fog,1
8603,41.94,-87.68,Hazard,On road traffic light fault,1
8600,41.94,-87.68,Hazard,On road emergency vehicle,1
8596,41.94,-87.68,Accident,Minor,1
1831,41.74,-87.64,Jam,Moderate traffic,1
8595,41.94,-87.68,Accident,Major,1
9821,41.97,-87.73,Accident,Major,1
9814,41.97,-87.74,Hazard,Weather heavy snow,1
9813,41.97,-87.74,Hazard,Weather flood,1
9809,41.97,-87.74,Hazard,On road road kill,1
9806,41.97,-87.74,Hazard,On road emergency vehicle,1
9801,41.97,-87.74,Accident,Minor,1
915,41.7,-87.60000000000001,Hazard,On road road kill,1
5817,41.87,-87.76,Hazard,On shoulder animals,1
5816,41.87,-87.76,Hazard,On shoulder,1
4466,41.82,-87.67,Hazard,On road traffic light fault,1
4465,41.82,-87.67,Hazard,On road pot hole,1
1846,41.74,-87.63,Hazard,On shoulder missing sign,1
888,41.7,-87.62,Road_closed,Unclassified,1
885,41.7,-87.62,Hazard,On shoulder car stopped,1
5522,41.86,-87.72,Accident,Major,1
5517,41.86,-87.73,Hazard,Weather flood,1
5508,41.86,-87.73,Hazard,On road car stopped,1
5499,41.86,-87.74,Hazard,Weather,1
9827,41.97,-87.73,Hazard,On road emergency vehicle,1
1815,41.74,-87.65,Hazard,Weather,1
1813,41.74,-87.65,Hazard,On shoulder animals,1
8627,41.94,-87.67,Hazard,Weather heavy snow,1
8626,41.94,-87.67,Hazard,Weather flood,1
7072,41.9,-87.67,Hazard,Weather hail,1
7067,41.9,-87.67,Hazard,On shoulder missing sign,1
7064,41.9,-87.67,Hazard,On shoulder,1
1870,41.74,-87.61,Hazard,On road object,1
9846,41.97,-87.72,Accident,Minor,1
9845,41.97,-87.72,Accident,Major,1
9843,41.97,-87.73,Road_closed,Hazard,1
9836,41.97,-87.73,Hazard,Weather fog,1
9834,41.97,-87.73,Hazard,Weather,1
9833,41.97,-87.73,Hazard,Unclassified,1
899,41.7,-87.61,Hazard,Weather flood,1
897,41.7,-87.61,Hazard,Unclassified,1
894,41.7,-87.61,Hazard,On road object,1
893,41.7,-87.61,Hazard,On road emergency vehicle,1
891,41.7,-87.61,Hazard,On road car stopped,1
5821,41.87,-87.76,Hazard,Weather flood,1
1860,41.74,-87.62,Hazard,On shoulder car stopped,1
8571,41.94,-87.7,Hazard,Weather flood,1
8569,41.94,-87.7,Hazard,Unclassified,1
8564,41.94,-87.7,Hazard,On road emergency vehicle,1
8553,41.94,-87.71000000000001,Hazard,Weather flood,1
8551,41.94,-87.71000000000001,Hazard,Unclassified,1
8549,41.94,-87.71000000000001,Hazard,On road traffic light fault,1
9868,41.97,-87.71000000000001,Hazard,On road emergency vehicle,1
9866,41.97,-87.71000000000001,Hazard,On road car stopped,1
9863,41.97,-87.71000000000001,Accident,Major,1
876,41.7,-87.63,Jam,Heavy traffic,1
875,41.7,-87.63,Hazard,Weather flood,1
868,41.7,-87.63,Accident,Unclassified,1
3096,41.78,-87.68,Hazard,On road object,1
3095,41.78,-87.68,Hazard,On road emergency vehicle,1
7073,41.9,-87.67,Hazard,Weather heavy snow,1
6166,41.88,-87.78,Hazard,On road car stopped,1
864,41.7,-87.64,Hazard,On road object,1
861,41.7,-87.64,Accident,Major,1
859,41.7,-87.65,Jam,Stand still traffic,1
857,41.7,-87.65,Hazard,Weather heavy snow,1
855,41.7,-87.65,Hazard,Weather,1
9873,41.97,-87.71000000000001,Hazard,Unclassified,1
1888,41.74,-87.60000000000001,Road_closed,Unclassified,1
1886,41.74,-87.60000000000001,Jam,Heavy traffic,1
1884,41.74,-87.60000000000001,Hazard,On shoulder car stopped,1
1883,41.74,-87.60000000000001,Hazard,On road traffic light fault,1
1878,41.74,-87.61,Road_closed,Unclassified,1
4446,41.82,-87.68,Hazard,On road car stopped,1
1868,41.74,-87.61,Hazard,On road car stopped,1
1862,41.74,-87.62,Hazard,Weather fog,1
1861,41.74,-87.62,Hazard,Weather,1
1908,41.74,-87.58,Accident,Major,1
3434,41.79,-87.72,Hazard,On road emergency vehicle,1
6719,41.89,-87.66,Hazard,On shoulder missing sign,1
3459,41.79,-87.7,Accident,Minor,1
3445,41.79,-87.71000000000001,Accident,Minor,1
3444,41.79,-87.72,Road_closed,Unclassified,1
836,41.7,-87.66,Hazard,On road car stopped,1
9887,41.97,-87.7,Hazard,On road ice,1
4438,41.82,-87.69,Hazard,Weather flood,1
4436,41.82,-87.69,Hazard,On shoulder missing sign,1
1903,41.74,-87.59,Hazard,Weather flood,1
1902,41.74,-87.59,Hazard,Weather,1
1896,41.74,-87.59,Hazard,On road ice,1
8530,41.94,-87.72,Hazard,On shoulder missing sign,1
8528,41.94,-87.72,Hazard,On shoulder animals,1
8524,41.94,-87.72,Hazard,On road lane closed,1
1935,41.74,-87.57000000000001,Hazard,Weather flood,1
1933,41.74,-87.57000000000001,Hazard,Unclassified,1
1932,41.74,-87.57000000000001,Hazard,On road object,1
1931,41.74,-87.57000000000001,Hazard,On road construction,1
1926,41.74,-87.58,Road_closed,Construction,1
8485,41.94,-87.74,Hazard,On road traffic light fault,1
820,41.7,-87.67,Accident,Major,1
9919,41.97,-87.68,Accident,Minor,1
9918,41.97,-87.68,Accident,Major,1
844,41.7,-87.66,Hazard,Weather flood,1
839,41.7,-87.66,Hazard,On road ice,1
6163,41.88,-87.78,Accident,Major,1
3979,41.800000000000004,-87.59,Jam,Moderate traffic,1
1923,41.74,-87.58,Jam,Moderate traffic,1
1920,41.74,-87.58,Hazard,Weather flood,1
1909,41.74,-87.58,Accident,Minor,1
6695,41.89,-87.67,Hazard,On shoulder animals,1
3488,41.79,-87.68,Accident,Major,1
3480,41.79,-87.69,Hazard,Unclassified,1
9931,41.97,-87.68,Hazard,Weather fog,1
4789,41.83,-87.65,Hazard,Unclassified,1
5485,41.86,-87.75,Road_closed,Event,1
5481,41.86,-87.75,Hazard,Weather fog,1
9924,41.97,-87.68,Hazard,On road emergency vehicle,1
833,41.7,-87.66,Accident,Major,1
829,41.7,-87.67,Jam,Moderate traffic,1
827,41.7,-87.67,Hazard,Weather,1
824,41.7,-87.67,Hazard,On road object,1
8503,41.94,-87.73,Hazard,On road lane closed,1
8502,41.94,-87.73,Hazard,On road ice,1
1937,41.74,-87.57000000000001,Jam,Stand still traffic,1
1936,41.74,-87.57000000000001,Hazard,Weather fog,1
4413,41.82,-87.7,Hazard,On road object,1
4411,41.82,-87.7,Hazard,On road emergency vehicle,1
4409,41.82,-87.7,Hazard,On road car stopped,1
4406,41.82,-87.7,Accident,Minor,1
4405,41.82,-87.7,Accident,Major,1
5843,41.87,-87.75,Hazard,On shoulder missing sign,1
5841,41.87,-87.75,Hazard,On shoulder animals,1
5839,41.87,-87.75,Hazard,On road road kill,1
5836,41.87,-87.75,Hazard,On road ice,1
4431,41.82,-87.69,Hazard,On road emergency vehicle,1
3466,41.79,-87.7,Hazard,Weather,1
3465,41.79,-87.7,Hazard,On road traffic light fault,1
3460,41.79,-87.7,Accident,Unclassified,1
6704,41.89,-87.67,Road_closed,Event,1
6698,41.89,-87.67,Hazard,Weather,1
6697,41.89,-87.67,Hazard,Unclassified,1
3080,41.78,-87.69,Hazard,On road car stopped,1
3076,41.78,-87.7,Road_closed,Unclassified,1
8476,41.94,-87.74,Accident,Major,1
8473,41.94,-87.75,Road_closed,Construction,1
8468,41.94,-87.75,Hazard,Weather fog,1
8455,41.94,-87.75,Accident,Major,1
813,41.7,-87.68,Hazard,On shoulder car stopped,1
811,41.7,-87.68,Hazard,On road object,1
807,41.7,-87.68,Accident,Major,1
9955,41.97,-87.67,Hazard,Weather heavy snow,1
9954,41.97,-87.67,Hazard,Weather fog,1
9953,41.97,-87.67,Hazard,Weather flood,1
9951,41.97,-87.67,Hazard,Unclassified,1
9945,41.97,-87.67,Hazard,On road ice,1
9939,41.97,-87.67,Accident,Minor,1
1943,41.75,-87.75,Hazard,On road car stopped,1
8450,41.94,-87.76,Jam,Moderate traffic,1
8443,41.94,-87.76,Hazard,On road ice,1
8440,41.94,-87.76,Hazard,On road car stopped,1
8437,41.94,-87.76,Accident,Minor,1
801,41.7,-87.69,Hazard,Weather,1
796,41.7,-87.69,Hazard,On road emergency vehicle,1
794,41.7,-87.69,Hazard,On road car stopped,1
791,41.7,-87.69,Accident,Minor,1
790,41.7,-87.69,Accident,Major,1
788,41.7,-87.7,Jam,Stand still traffic,1
818,41.7,-87.68,Jam,Stand still traffic,1
815,41.7,-87.68,Hazard,Weather fog,1
3063,41.78,-87.7,Accident,Major,1
3060,41.78,-87.71000000000001,Jam,Moderate traffic,1
3088,41.78,-87.69,Hazard,Weather flood,1
3086,41.78,-87.69,Hazard,On shoulder missing sign,1
783,41.7,-87.7,Accident,Major,1
781,41.7,-87.71000000000001,Hazard,On road,1
780,41.7,-87.71000000000001,Accident,Unclassified,1
779,41.7,-87.71000000000001,Accident,Major,1
