,latBin,lonBin,updated_type,updated_subtype,counts
2873,41.77,-87.59,Hazard,On road pot hole,83
9066,41.95,-87.67,Hazard,On road pot hole,83
2900,41.77,-87.58,Jam,Heavy traffic,83
5029,41.84,-87.67,Jam,Unclassified,83
9360,41.96,-87.72,Hazard,On road construction,83
3483,41.79,-87.69,Jam,Heavy traffic,83
6226,41.88,-87.75,Jam,Heavy traffic,83
3636,41.79,-87.59,Hazard,On road,83
10450,41.980000000000004,-87.67,Hazard,On road pot hole,83
10276,41.980000000000004,-87.77,Jam,Unclassified,83
1072,41.71,-87.64,Jam,Heavy traffic,82
3139,41.78,-87.64,Accident,Major,82
8491,41.94,-87.74,Jam,Unclassified,82
1087,41.71,-87.63,Hazard,On road object,82
2111,41.75,-87.63,Hazard,On road construction,82
7366,41.910000000000004,-87.7,Jam,Unclassified,82
6582,41.89,-87.73,Jam,Heavy traffic,82
7505,41.910000000000004,-87.63,Hazard,On road construction,82
6273,41.88,-87.72,Hazard,On road pot hole,82
10584,41.99,-87.8,Jam,Heavy traffic,82
6939,41.9,-87.74,Jam,Unclassified,81
5208,41.85,-87.73,Jam,Heavy traffic,81
7075,41.9,-87.67,Jam,Moderate traffic,81
4385,41.82,-87.71000000000001,Accident,Unclassified,81
7703,41.92,-87.71000000000001,Hazard,On road,81
6121,41.87,-87.63,Accident,Unclassified,81
93,41.65,-87.59,Hazard,On road construction,81
3969,41.800000000000004,-87.59,Hazard,On road,81
3980,41.800000000000004,-87.59,Jam,Stand still traffic,81
4895,41.84,-87.74,Hazard,On road pot hole,81
5375,41.85,-87.64,Hazard,On road construction,81
2019,41.75,-87.69,Jam,Stand still traffic,81
10778,41.99,-87.7,Hazard,On road construction,81
6902,41.9,-87.76,Jam,Unclassified,81
1050,41.71,-87.65,Hazard,On road pot hole,81
2778,41.77,-87.64,Hazard,On road,81
3714,41.800000000000004,-87.75,Jam,Unclassified,80
8637,41.94,-87.66,Hazard,On road,80
1545,41.730000000000004,-87.63,Hazard,On road construction,80
913,41.7,-87.60000000000001,Hazard,On road object,80
5902,41.87,-87.72,Accident,Major,80
9808,41.97,-87.74,Hazard,On road pot hole,80
10114,41.980000000000004,-87.84,Hazard,On road emergency vehicle,80
2295,41.76,-87.69,Hazard,On road construction,80
8522,41.94,-87.72,Hazard,On road emergency vehicle,80
5975,41.87,-87.69,Accident,Major,80
8263,41.93,-87.65,Hazard,On road,80
8484,41.94,-87.74,Hazard,On road pot hole,80
1102,41.71,-87.62,Accident,Unclassified,80
3300,41.79,-87.8,Jam,Heavy traffic,80
10283,41.980000000000004,-87.76,Hazard,On road construction,80
5372,41.85,-87.64,Accident,Unclassified,80
6337,41.88,-87.69,Jam,Unclassified,80
4433,41.82,-87.69,Hazard,On road pot hole,79
4634,41.83,-87.73,Jam,Stand still traffic,79
9805,41.97,-87.74,Hazard,On road construction,79
9965,41.97,-87.66,Hazard,On road,79
10680,41.99,-87.75,Hazard,On road pot hole,79
10281,41.980000000000004,-87.76,Hazard,On road,79
7256,41.910000000000004,-87.76,Jam,Stand still traffic,79
6710,41.89,-87.66,Hazard,On road car stopped,79
6298,41.88,-87.71000000000001,Jam,Stand still traffic,79
7771,41.92,-87.68,Hazard,On road construction,79
10311,41.980000000000004,-87.75,Hazard,On road object,79
7585,41.92,-87.78,Hazard,On road pot hole,79
4667,41.83,-87.71000000000001,Jam,Unclassified,78
7775,41.92,-87.68,Hazard,On road pot hole,78
9415,41.96,-87.69,Hazard,On road,78
7591,41.92,-87.78,Jam,Heavy traffic,78
2643,41.77,-87.73,Jam,Heavy traffic,78
1283,41.72,-87.63,Accident,Major,78
444,41.68,-87.67,Hazard,On shoulder car stopped,78
9238,41.96,-87.78,Jam,Heavy traffic,78
4803,41.83,-87.64,Hazard,On road emergency vehicle,78
6149,41.87,-87.62,Hazard,On road object,78
8156,41.93,-87.71000000000001,Road_closed,Unclassified,78
10824,41.99,-87.68,Hazard,On shoulder car stopped,78
8090,41.93,-87.74,Jam,Stand still traffic,77
6291,41.88,-87.71000000000001,Hazard,On road pot hole,77
5396,41.85,-87.63,Hazard,On road construction,77
2710,41.77,-87.69,Jam,Heavy traffic,77
9061,41.95,-87.67,Hazard,On road,77
10866,41.99,-87.66,Hazard,On road pot hole,77
9638,41.97,-87.83,Hazard,Unclassified,77
7122,41.9,-87.64,Hazard,On road,77
8371,41.94,-87.81,Jam,Stand still traffic,77
6032,41.87,-87.67,Hazard,On road traffic light fault,77
10046,41.980000000000004,-87.89,Hazard,On shoulder car stopped,77
7858,41.92,-87.64,Hazard,On road construction,76
10308,41.980000000000004,-87.75,Hazard,On road construction,76
519,41.68,-87.61,Hazard,On road object,76
3335,41.79,-87.78,Jam,Stand still traffic,76
7660,41.92,-87.74,Jam,Heavy traffic,76
5887,41.87,-87.73,Hazard,On road object,76
5192,41.85,-87.74,Road_closed,Unclassified,76
1661,41.730000000000004,-87.56,Hazard,On shoulder car stopped,76
8070,41.93,-87.75,Jam,Stand still traffic,76
4807,41.83,-87.64,Hazard,On road pot hole,76
6228,41.88,-87.75,Jam,Stand still traffic,76
6724,41.89,-87.66,Jam,Moderate traffic,76
11181,42.01,-87.68,Hazard,On road pot hole,76
5854,41.87,-87.74,Accident,Major,76
6622,41.89,-87.71000000000001,Jam,Unclassified,75
5804,41.87,-87.76,Accident,Major,75
5632,41.86,-87.67,Jam,Heavy traffic,75
7722,41.92,-87.7,Accident,Unclassified,75
7723,41.92,-87.7,Hazard,On road,75
9444,41.96,-87.68,Hazard,On road pot hole,75
8809,41.95,-87.81,Jam,Heavy traffic,75
3552,41.79,-87.64,Hazard,On road pot hole,75
362,41.67,-87.60000000000001,Jam,Heavy traffic,75
5362,41.85,-87.65,Hazard,Weather flood,75
7488,41.910000000000004,-87.64,Hazard,On road pot hole,75
6493,41.88,-87.62,Road_closed,Event,75
6729,41.89,-87.66,Road_closed,Unclassified,75
3649,41.79,-87.59,Jam,Unclassified,75
5351,41.85,-87.65,Hazard,On road emergency vehicle,75
7644,41.92,-87.75,Jam,Heavy traffic,75
9421,41.96,-87.69,Hazard,On road pot hole,75
10817,41.99,-87.68,Hazard,On road,75
5323,41.85,-87.67,Jam,Unclassified,75
10586,41.99,-87.8,Jam,Stand still traffic,75
8543,41.94,-87.71000000000001,Hazard,On road,75
10443,41.980000000000004,-87.67,Accident,Unclassified,75
5004,41.84,-87.68,Jam,Heavy traffic,75
10861,41.99,-87.66,Hazard,On road car stopped,74
6189,41.88,-87.77,Jam,Heavy traffic,74
4848,41.83,-87.62,Hazard,On road pot hole,74
10549,41.99,-87.82000000000001,Jam,Heavy traffic,74
10634,41.99,-87.77,Hazard,On road,74
6046,41.87,-87.66,Accident,Major,74
3089,41.78,-87.69,Jam,Heavy traffic,74
7238,41.910000000000004,-87.77,Jam,Heavy traffic,74
5649,41.86,-87.66,Jam,Heavy traffic,74
7483,41.910000000000004,-87.64,Hazard,On road,74
7698,41.92,-87.72,Jam,Stand still traffic,74
8269,41.93,-87.65,Hazard,On road pot hole,74
7672,41.92,-87.73,Hazard,On road pot hole,74
6403,41.88,-87.65,Hazard,On road car stopped,74
205,41.660000000000004,-87.60000000000001,Accident,Major,73
4582,41.82,-87.61,Jam,Stand still traffic,73
8696,41.94,-87.64,Jam,Unclassified,73
8582,41.94,-87.69,Hazard,On road construction,73
5180,41.85,-87.74,Hazard,On road pot hole,73
9480,41.96,-87.66,Hazard,On road,73
3822,41.800000000000004,-87.68,Hazard,On road pot hole,73
4029,41.81,-87.75,Hazard,On road traffic light fault,73
8206,41.93,-87.68,Hazard,On road,73
1363,41.72,-87.59,Jam,Unclassified,73
3475,41.79,-87.69,Hazard,On road construction,73
9904,41.97,-87.69,Hazard,On road construction,73
8481,41.94,-87.74,Hazard,On road construction,73
8401,41.94,-87.79,Jam,Stand still traffic,73
8163,41.93,-87.7,Hazard,On road emergency vehicle,73
7998,41.93,-87.79,Jam,Heavy traffic,73
9042,41.95,-87.68,Hazard,On road construction,73
210,41.660000000000004,-87.60000000000001,Hazard,On road construction,73
7830,41.92,-87.66,Road_closed,Unclassified,73
8580,41.94,-87.69,Hazard,On road,73
2703,41.77,-87.69,Hazard,On road pot hole,73
3704,41.800000000000004,-87.75,Hazard,On road pot hole,73
3993,41.81,-87.77,Hazard,On shoulder car stopped,73
8115,41.93,-87.72,Hazard,On road,73
7028,41.9,-87.69,Jam,Unclassified,72
9294,41.96,-87.75,Hazard,On road car stopped,72
3251,41.78,-87.58,Hazard,On road,72
8617,41.94,-87.67,Hazard,On road,72
7620,41.92,-87.76,Hazard,On road construction,72
10994,42.0,-87.7,Hazard,On road pot hole,72
9705,41.97,-87.79,Jam,Unclassified,72
11051,42.0,-87.67,Hazard,On road,72
9714,41.97,-87.78,Hazard,On road object,72
10139,41.980000000000004,-87.83,Hazard,On road object,72
9201,41.96,-87.81,Hazard,Unclassified,72
5878,41.87,-87.73,Accident,Major,72
10182,41.980000000000004,-87.81,Hazard,On road emergency vehicle,72
5000,41.84,-87.68,Hazard,On road pot hole,72
3144,41.78,-87.64,Hazard,On road construction,72
8903,41.95,-87.75,Hazard,On road pot hole,72
3520,41.79,-87.66,Hazard,On road pot hole,72
5267,41.85,-87.7,Jam,Stand still traffic,72
3972,41.800000000000004,-87.59,Hazard,On road object,72
2645,41.77,-87.73,Jam,Stand still traffic,71
4160,41.81,-87.67,Jam,Heavy traffic,71
9063,41.95,-87.67,Hazard,On road construction,71
6455,41.88,-87.63,Hazard,On road object,71
8014,41.93,-87.78,Jam,Heavy traffic,71
4725,41.83,-87.68,Hazard,On road traffic light fault,71
7417,41.910000000000004,-87.67,Hazard,On road car stopped,71
342,41.67,-87.61,Jam,Unclassified,70
9990,41.97,-87.65,Hazard,On road construction,70
11151,42.01,-87.7,Jam,Stand still traffic,70
3978,41.800000000000004,-87.59,Jam,Heavy traffic,70
6105,41.87,-87.64,Hazard,On road pot hole,70
8050,41.93,-87.76,Jam,Heavy traffic,70
10719,41.99,-87.73,Hazard,On road pot hole,70
9458,41.96,-87.67,Hazard,On road,70
1108,41.71,-87.62,Hazard,On road pot hole,70
10728,41.99,-87.73,Jam,Stand still traffic,70
8202,41.93,-87.69,Road_closed,Unclassified,70
7413,41.910000000000004,-87.67,Accident,Major,70
7581,41.92,-87.78,Hazard,On road construction,70
5002,41.84,-87.68,Hazard,On shoulder car stopped,70
7463,41.910000000000004,-87.65,Hazard,On road,70
2626,41.77,-87.74,Jam,Stand still traffic,70
8431,41.94,-87.77,Jam,Heavy traffic,69
4232,41.81,-87.63,Jam,Unclassified,69
10132,41.980000000000004,-87.83,Accident,Unclassified,69
8227,41.93,-87.67,Hazard,On road,69
3780,41.800000000000004,-87.71000000000001,Jam,Heavy traffic,69
7058,41.9,-87.67,Hazard,On road emergency vehicle,69
7962,41.93,-87.81,Jam,Heavy traffic,69
5201,41.85,-87.73,Hazard,On road pot hole,69
7792,41.92,-87.67,Accident,Unclassified,69
5888,41.87,-87.73,Hazard,On road pot hole,69
1546,41.730000000000004,-87.63,Hazard,On road emergency vehicle,69
7520,41.910000000000004,-87.63,Road_closed,Event,69
4916,41.84,-87.73,Jam,Heavy traffic,69
1628,41.730000000000004,-87.58,Hazard,On shoulder car stopped,69
7373,41.910000000000004,-87.69,Hazard,On road construction,69
121,41.65,-87.58,Hazard,On shoulder car stopped,69
6712,41.89,-87.66,Hazard,On road emergency vehicle,69
10753,41.99,-87.71000000000001,Accident,Unclassified,69
4697,41.83,-87.69,Hazard,On road construction,69
4862,41.83,-87.61,Hazard,On road construction,69
7399,41.910000000000004,-87.68,Hazard,On road pot hole,69
9998,41.97,-87.65,Jam,Heavy traffic,69
8245,41.93,-87.66,Hazard,On road,69
3549,41.79,-87.64,Hazard,On road emergency vehicle,69
1162,41.71,-87.59,Hazard,On road,69
8211,41.93,-87.68,Hazard,On road pot hole,69
10364,41.980000000000004,-87.72,Jam,Heavy traffic,69
1835,41.74,-87.63,Accident,Major,69
6125,41.87,-87.63,Hazard,On road emergency vehicle,68
8516,41.94,-87.72,Accident,Major,68
9022,41.95,-87.69,Hazard,On road,68
3420,41.79,-87.73,Hazard,On road pot hole,68
2387,41.76,-87.63,Hazard,On road emergency vehicle,68
10405,41.980000000000004,-87.7,Jam,Unclassified,68
5303,41.85,-87.68,Jam,Unclassified,68
9936,41.97,-87.68,Jam,Unclassified,68
6405,41.88,-87.65,Hazard,On road emergency vehicle,68
10117,41.980000000000004,-87.84,Hazard,On road pot hole,68
2534,41.77,-87.8,Hazard,On road construction,68
5762,41.87,-87.78,Hazard,On road construction,68
8424,41.94,-87.77,Hazard,On road construction,68
3535,41.79,-87.65,Hazard,On road pot hole,68
2834,41.77,-87.62,Jam,Heavy traffic,68
9817,41.97,-87.74,Jam,Stand still traffic,68
2386,41.76,-87.63,Hazard,On road construction,68
3006,41.78,-87.75,Jam,Unclassified,68
1346,41.72,-87.59,Hazard,On road,68
8897,41.95,-87.75,Accident,Unclassified,68
4720,41.83,-87.68,Hazard,On road emergency vehicle,68
2792,41.77,-87.64,Jam,Unclassified,68
2794,41.77,-87.63,Accident,Major,68
9971,41.97,-87.66,Hazard,On road pot hole,67
8460,41.94,-87.75,Hazard,On road construction,67
10796,41.99,-87.69,Accident,Unclassified,67
9217,41.96,-87.79,Hazard,On road pot hole,67
3333,41.79,-87.78,Jam,Heavy traffic,67
5651,41.86,-87.66,Jam,Stand still traffic,67
4918,41.84,-87.73,Jam,Stand still traffic,67
10569,41.99,-87.81,Jam,Unclassified,67
7680,41.92,-87.73,Jam,Unclassified,67
10254,41.980000000000004,-87.78,Hazard,On shoulder car stopped,67
5379,41.85,-87.64,Hazard,On road pot hole,67
10200,41.980000000000004,-87.8,Accident,Major,67
4050,41.81,-87.74,Hazard,On road object,67
5690,41.86,-87.64,Hazard,On shoulder car stopped,67
6639,41.89,-87.7,Jam,Unclassified,67
7394,41.910000000000004,-87.68,Hazard,On road construction,67
4217,41.81,-87.63,Hazard,On road,67
4989,41.84,-87.69,Jam,Stand still traffic,66
4442,41.82,-87.69,Jam,Unclassified,66
2940,41.78,-87.8,Hazard,On road emergency vehicle,66
10633,41.99,-87.77,Accident,Unclassified,66
5702,41.86,-87.63,Hazard,On road construction,66
8893,41.95,-87.76,Jam,Unclassified,66
5410,41.85,-87.63,Jam,Unclassified,66
10205,41.980000000000004,-87.8,Hazard,On road construction,66
4548,41.82,-87.63,Jam,Stand still traffic,66
8780,41.95,-87.84,Jam,Unclassified,66
8542,41.94,-87.71000000000001,Accident,Unclassified,66
4317,41.82,-87.74,Hazard,On road,66
5634,41.86,-87.67,Jam,Stand still traffic,66
9009,41.95,-87.7,Hazard,On road pot hole,66
2537,41.77,-87.8,Hazard,On road pot hole,65
4390,41.82,-87.71000000000001,Hazard,On road object,65
8494,41.94,-87.74,Road_closed,Unclassified,65
4801,41.83,-87.64,Hazard,On road car stopped,65
1059,41.71,-87.65,Jam,Unclassified,65
4216,41.81,-87.63,Accident,Unclassified,65
8449,41.94,-87.76,Jam,Heavy traffic,65
7335,41.910000000000004,-87.71000000000001,Hazard,On road pot hole,65
9840,41.97,-87.73,Jam,Unclassified,65
4749,41.83,-87.67,Hazard,On road pot hole,65
6045,41.87,-87.67,Road_closed,Unclassified,65
7395,41.910000000000004,-87.68,Hazard,On road emergency vehicle,65
937,41.7,-87.59,Hazard,On road pot hole,65
4679,41.83,-87.7,Hazard,On road traffic light fault,65
5586,41.86,-87.69,Hazard,On road pot hole,65
10144,41.980000000000004,-87.83,Hazard,Unclassified,65
7786,41.92,-87.68,Jam,Moderate traffic,65
10113,41.980000000000004,-87.84,Hazard,On road construction,65
6210,41.88,-87.76,Jam,Unclassified,65
6091,41.87,-87.65,Jam,Moderate traffic,65
731,41.69,-87.60000000000001,Accident,Major,65
2902,41.77,-87.58,Jam,Stand still traffic,64
7283,41.910000000000004,-87.74,Hazard,On road pot hole,64
9907,41.97,-87.69,Hazard,On road pot hole,64
3170,41.78,-87.63,Hazard,On road pot hole,64
1234,41.72,-87.67,Jam,Heavy traffic,64
5740,41.86,-87.62,Road_closed,Unclassified,64
10219,41.980000000000004,-87.8,Jam,Moderate traffic,64
7371,41.910000000000004,-87.69,Hazard,On road,64
3880,41.800000000000004,-87.64,Hazard,On road car stopped,64
7549,41.92,-87.8,Hazard,On road pot hole,64
7271,41.910000000000004,-87.75,Jam,Heavy traffic,64
6886,41.9,-87.77,Jam,Unclassified,64
6553,41.89,-87.75,Jam,Stand still traffic,64
5058,41.84,-87.65,Hazard,On road car stopped,64
7568,41.92,-87.79,Hazard,On road traffic light fault,64
3882,41.800000000000004,-87.64,Hazard,On road emergency vehicle,64
7836,41.92,-87.65,Hazard,On road construction,64
2611,41.77,-87.75,Jam,Unclassified,64
116,41.65,-87.58,Hazard,On road construction,64
4951,41.84,-87.71000000000001,Jam,Heavy traffic,64
5333,41.85,-87.66,Hazard,On road pot hole,64
7137,41.9,-87.64,Road_closed,Unclassified,64
4742,41.83,-87.67,Accident,Unclassified,64
6921,41.9,-87.75,Jam,Unclassified,64
9883,41.97,-87.7,Hazard,On road,63
7690,41.92,-87.72,Hazard,On road pot hole,63
4684,41.83,-87.7,Hazard,Weather flood,63
5863,41.87,-87.74,Hazard,On road object,63
7762,41.92,-87.69,Jam,Moderate traffic,63
3426,41.79,-87.73,Jam,Heavy traffic,63
2428,41.76,-87.61,Hazard,On road,63
10593,41.99,-87.79,Hazard,On road,63
11045,42.0,-87.68,Jam,Unclassified,63
3035,41.78,-87.73,Jam,Heavy traffic,63
8536,41.94,-87.72,Jam,Moderate traffic,63
10797,41.99,-87.69,Hazard,On road,63
10799,41.99,-87.69,Hazard,On road construction,63
3635,41.79,-87.59,Accident,Unclassified,63
9240,41.96,-87.78,Jam,Stand still traffic,63
10707,41.99,-87.74,Jam,Heavy traffic,63
341,41.67,-87.61,Jam,Stand still traffic,63
3302,41.79,-87.8,Jam,Stand still traffic,63
8475,41.94,-87.75,Road_closed,Unclassified,63
10729,41.99,-87.73,Jam,Unclassified,63
6686,41.89,-87.67,Accident,Unclassified,63
2527,41.77,-87.81,Jam,Stand still traffic,63
6647,41.89,-87.69,Hazard,On road construction,63
8923,41.95,-87.74,Hazard,On road emergency vehicle,62
8229,41.93,-87.67,Hazard,On road construction,62
3837,41.800000000000004,-87.67,Hazard,On road pot hole,62
3968,41.800000000000004,-87.59,Accident,Unclassified,62
4435,41.82,-87.69,Hazard,On shoulder car stopped,62
4427,41.82,-87.69,Accident,Unclassified,62
10532,41.99,-87.83,Hazard,Unclassified,62
8208,41.93,-87.68,Hazard,On road construction,62
5952,41.87,-87.7,Accident,Major,62
2896,41.77,-87.58,Hazard,On shoulder car stopped,62
2106,41.75,-87.63,Accident,Major,62
6150,41.87,-87.62,Hazard,On road pot hole,62
7257,41.910000000000004,-87.76,Jam,Unclassified,62
5095,41.84,-87.64,Hazard,Unclassified,62
5810,41.87,-87.76,Hazard,On road emergency vehicle,61
4045,41.81,-87.74,Accident,Unclassified,61
4109,41.81,-87.71000000000001,Jam,Unclassified,61
2936,41.78,-87.81,Jam,Unclassified,61
3282,41.79,-87.81,Jam,Heavy traffic,61
7330,41.910000000000004,-87.71000000000001,Hazard,On road,61
8302,41.93,-87.64,Road_closed,Event,61
9123,41.95,-87.65,Road_closed,Event,61
8878,41.95,-87.77,Road_closed,Unclassified,61
4374,41.82,-87.72,Hazard,Weather flood,61
908,41.7,-87.60000000000001,Accident,Unclassified,61
3884,41.800000000000004,-87.64,Hazard,On road lane closed,61
10162,41.980000000000004,-87.82000000000001,Hazard,On road object,61
7032,41.9,-87.68,Hazard,On road,61
4194,41.81,-87.64,Accident,Major,61
10698,41.99,-87.74,Hazard,On road pot hole,61
11176,42.01,-87.68,Hazard,On road,61
4074,41.81,-87.73,Hazard,On shoulder car stopped,61
8875,41.95,-87.77,Jam,Heavy traffic,60
6094,41.87,-87.65,Road_closed,Event,60
4454,41.82,-87.68,Jam,Heavy traffic,60
8071,41.93,-87.75,Jam,Unclassified,60
3284,41.79,-87.81,Jam,Stand still traffic,60
4081,41.81,-87.73,Jam,Unclassified,60
6645,41.89,-87.69,Hazard,On road,60
10732,41.99,-87.72,Accident,Unclassified,60
3707,41.800000000000004,-87.75,Hazard,On shoulder car stopped,60
3807,41.800000000000004,-87.69,Hazard,On road pot hole,60
3176,41.78,-87.63,Jam,Heavy traffic,60
2928,41.78,-87.81,Hazard,On road pot hole,60
3665,41.79,-87.58,Jam,Heavy traffic,60
10592,41.99,-87.79,Accident,Unclassified,60
9046,41.95,-87.68,Hazard,On road pot hole,60
7892,41.92,-87.63,Jam,Heavy traffic,60
5612,41.86,-87.68,Jam,Heavy traffic,60
3376,41.79,-87.75,Accident,Unclassified,59
247,41.660000000000004,-87.59,Jam,Heavy traffic,59
7603,41.92,-87.77,Hazard,On road pot hole,59
3455,41.79,-87.71000000000001,Jam,Heavy traffic,59
5012,41.84,-87.67,Hazard,On road,59
2777,41.77,-87.64,Accident,Unclassified,59
9850,41.97,-87.72,Hazard,On road construction,59
9730,41.97,-87.77,Accident,Major,59
10756,41.99,-87.71000000000001,Hazard,On road construction,59
4988,41.84,-87.69,Jam,Heavy traffic,59
1100,41.71,-87.62,Accident,Major,59
9178,41.96,-87.85000000000001,Hazard,On road pot hole,59
9241,41.96,-87.78,Jam,Unclassified,59
2464,41.76,-87.59,Hazard,On road construction,59
3812,41.800000000000004,-87.69,Jam,Heavy traffic,59
10374,41.980000000000004,-87.71000000000001,Hazard,On road construction,59
6801,41.89,-87.62,Hazard,On road car stopped,59
8131,41.93,-87.72,Road_closed,Unclassified,59
9541,41.97,-87.91,Jam,Unclassified,59
9485,41.96,-87.66,Hazard,On road pot hole,59
1529,41.730000000000004,-87.64,Hazard,On road construction,59
7142,41.9,-87.63,Hazard,On road car stopped,59
6761,41.89,-87.64,Hazard,On road object,59
4668,41.83,-87.7,Accident,Major,58
7346,41.910000000000004,-87.71000000000001,Road_closed,Unclassified,58
6693,41.89,-87.67,Hazard,On road pot hole,58
6949,41.9,-87.73,Hazard,On road pot hole,58
8303,41.93,-87.64,Road_closed,Unclassified,58
3748,41.800000000000004,-87.73,Jam,Unclassified,58
4871,41.83,-87.61,Jam,Heavy traffic,58
6095,41.87,-87.65,Road_closed,Unclassified,58
1345,41.72,-87.59,Accident,Unclassified,58
1043,41.71,-87.65,Accident,Unclassified,58
8189,41.93,-87.69,Hazard,On road pot hole,58
4022,41.81,-87.75,Hazard,On road car stopped,58
8034,41.93,-87.77,Jam,Stand still traffic,58
5081,41.84,-87.64,Accident,Minor,58
8035,41.93,-87.77,Jam,Unclassified,58
1083,41.71,-87.63,Hazard,On road construction,58
5614,41.86,-87.68,Jam,Stand still traffic,58
10110,41.980000000000004,-87.84,Accident,Unclassified,58
8664,41.94,-87.65,Hazard,On road object,58
9024,41.95,-87.69,Hazard,On road construction,58
7817,41.92,-87.66,Hazard,On road,58
10107,41.980000000000004,-87.85000000000001,Jam,Unclassified,58
2998,41.78,-87.75,Hazard,On shoulder car stopped,58
3243,41.78,-87.59,Jam,Heavy traffic,58
9249,41.96,-87.77,Hazard,On road construction,58
5394,41.85,-87.63,Hazard,On road,58
2162,41.75,-87.60000000000001,Hazard,On road,57
11059,42.0,-87.67,Hazard,On shoulder car stopped,57
10733,41.99,-87.72,Hazard,On road,57
5187,41.85,-87.74,Jam,Heavy traffic,57
7746,41.92,-87.69,Hazard,On road car stopped,57
6999,41.9,-87.7,Hazard,On road construction,57
8451,41.94,-87.76,Jam,Stand still traffic,57
1148,41.71,-87.60000000000001,Hazard,On road pot hole,57
2916,41.77,-87.57000000000001,Jam,Heavy traffic,57
6584,41.89,-87.73,Jam,Stand still traffic,57
6123,41.87,-87.63,Hazard,On road car stopped,57
5695,41.86,-87.64,Jam,Unclassified,57
4469,41.82,-87.67,Jam,Heavy traffic,57
8501,41.94,-87.73,Hazard,On road emergency vehicle,57
5757,41.87,-87.78,Accident,Major,57
5209,41.85,-87.73,Jam,Stand still traffic,57
11034,42.0,-87.68,Hazard,On road pot hole,57
1840,41.74,-87.63,Hazard,On road construction,57
7009,41.9,-87.7,Jam,Unclassified,57
5621,41.86,-87.67,Hazard,On road,57
3767,41.800000000000004,-87.72,Jam,Unclassified,57
8634,41.94,-87.67,Road_closed,Unclassified,56
10232,41.980000000000004,-87.79,Hazard,On road pot hole,56
2889,41.77,-87.58,Hazard,On road,56
349,41.67,-87.60000000000001,Hazard,On road,56
5677,41.86,-87.65,Road_closed,Event,56
6190,41.88,-87.77,Jam,Stand still traffic,56
10386,41.980000000000004,-87.71000000000001,Jam,Unclassified,56
3245,41.78,-87.59,Jam,Stand still traffic,56
6243,41.88,-87.74,Jam,Heavy traffic,56
5928,41.87,-87.71000000000001,Accident,Major,56
10135,41.980000000000004,-87.83,Hazard,On road construction,55
3667,41.79,-87.58,Jam,Stand still traffic,55
7655,41.92,-87.74,Hazard,On road pot hole,55
5111,41.84,-87.63,Hazard,On road construction,55
3409,41.79,-87.74,Jam,Stand still traffic,55
10600,41.99,-87.79,Hazard,On shoulder car stopped,55
8614,41.94,-87.68,Road_closed,Unclassified,55
6707,41.89,-87.66,Accident,Minor,55
3487,41.79,-87.69,Road_closed,Unclassified,55
9988,41.97,-87.65,Hazard,On road,55
8989,41.95,-87.71000000000001,Hazard,On road construction,55
8935,41.95,-87.74,Jam,Moderate traffic,55
9252,41.96,-87.77,Hazard,On road pot hole,55
10776,41.99,-87.7,Hazard,On road,55
2995,41.78,-87.75,Hazard,On road pot hole,55
8947,41.95,-87.73,Hazard,On road emergency vehicle,55
9378,41.96,-87.71000000000001,Hazard,On road construction,55
2972,41.78,-87.77,Hazard,On road construction,55
9941,41.97,-87.67,Hazard,On road,55
7305,41.910000000000004,-87.73,Jam,Unclassified,54
11196,42.01,-87.67,Hazard,On road,54
86,41.65,-87.60000000000001,Hazard,On shoulder car stopped,54
6400,41.88,-87.65,Accident,Minor,54
551,41.68,-87.60000000000001,Jam,Heavy traffic,54
6299,41.88,-87.71000000000001,Jam,Unclassified,54
9795,41.97,-87.75,Jam,Moderate traffic,54
1107,41.71,-87.62,Hazard,On road object,54
2990,41.78,-87.75,Hazard,On road,54
8016,41.93,-87.78,Jam,Stand still traffic,54
4963,41.84,-87.7,Hazard,On road pot hole,54
10775,41.99,-87.7,Accident,Unclassified,54
10503,41.99,-87.89,Hazard,On road,54
10506,41.99,-87.89,Hazard,On road emergency vehicle,54
8566,41.94,-87.7,Hazard,On road pot hole,54
8952,41.95,-87.73,Hazard,On road traffic light fault,54
8974,41.95,-87.72,Hazard,On road pot hole,54
10171,41.980000000000004,-87.82000000000001,Jam,Moderate traffic,54
6476,41.88,-87.62,Hazard,On road car stopped,54
4580,41.82,-87.61,Jam,Heavy traffic,54
4812,41.83,-87.64,Hazard,Unclassified,54
3547,41.79,-87.64,Hazard,On road car stopped,54
8520,41.94,-87.72,Hazard,On road car stopped,54
9532,41.97,-87.91,Hazard,On road emergency vehicle,54
1105,41.71,-87.62,Hazard,On road construction,53
6322,41.88,-87.69,Hazard,On road,53
517,41.68,-87.61,Hazard,On road emergency vehicle,53
7686,41.92,-87.72,Hazard,On road construction,53
10641,41.99,-87.77,Hazard,On shoulder car stopped,53
10640,41.99,-87.77,Hazard,On road traffic light fault,53
7979,41.93,-87.8,Jam,Heavy traffic,53
7540,41.92,-87.81,Jam,Unclassified,53
9530,41.97,-87.91,Hazard,On road,53
6534,41.89,-87.76,Jam,Heavy traffic,53
8921,41.95,-87.74,Hazard,On road car stopped,53
5699,41.86,-87.63,Accident,Unclassified,53
9775,41.97,-87.75,Accident,Major,53
5030,41.84,-87.66,Accident,Major,53
3317,41.79,-87.79,Jam,Heavy traffic,53
